ID,Purpose,Area,Genre,Sub-genre,Subject,Keywords,Collection,Type,Title,Sub-title,Translated-title,PALM code,Related (same),Related (omnibus),Related (support),Year,Author,Other creator1,Other creator1 ROLE,Other creator2,Other creator2 ROLE,Other creator3,Other creator3 ROLE,Illustrator,Publisher,Contributor / Project / Partner,Pages,Language 1,ISO (Language 1),Language 2,ISO (Language 2),Island,State,Learner level,VLA standard,VLA benchmark,TOC,Notes related to the issue.,Notes related to version.,Notes related to content.,DESCRIPTION,ABSTRACT,LEVEL,DOCUMENT FILENAME,THUMBNAIL FILENAME,DIGITAL SOURCE (WHERE IS THE PDF FROM),ALTERNATIVE DOCUMENT FILENAME,ALTERNATIVE THUMBNAIL FILENAME,ALTERNATIVE DIGITAL SOURCE (WHERE IS THE PDF FROM),Uploaded audio,Uploaded video,External video link,External web page link,CONTACT,Library UH link,Library UH comment,Library COM link,Library COM comment,Library UOG link,Library UOG comment,Library MICSEM link,Library MICSEM comment,OLLC number,ISBN number,COM call number
1461,Literacy development,Language arts and culture,Narrative readers,Emerging and early readers,Animal stories,,Pacific Language Early Readers,Narrative reader,Boqor Ea Gamanman,,[Many Animals],,,,,2006,"Lafita, Hannah","Parren, Vincent|Mungwaath, Richard",Translated and reviewed by,,,,,"Padua, Jennifer",Pacific Resources for Education and Learning,US Department of Education – Regional Education Laboratory program,8,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Pacific Language Early Readers - Yapese - Many Animals,Pacific Language Early Readers - Yapese - Many Animals,Digital document downloaded from the publisher’s website by iREi (2025).,,,,,,,,,,,,,,,,,,,
1462,Literacy development,Language arts and culture,Narrative readers,Emerging and early readers,Animal stories,,Pacific Language Early Readers,Narrative reader,Maru,,[Maru],,,,,2006,"Ehram, Joe|Helgerberger, Pihdelis|Herry, Lepty|Irasdos, Elihner|Lukner, Welner|Robert, Newton|Rosario, Ioanis|Seiola, Yosko|Shed, Laura","Parren, Vincent|Mungwaath, Richard",Translated and reviewed by,,,,,,Pacific Resources for Education and Learning,US Department of Education – Regional Education Laboratory program,12,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Pacific Language Early Readers - Yapese - Maru,Pacific Language Early Readers - Yapese - Maru,Digital document downloaded from the publisher’s website by iREi (2025).,,,,,,,,,,,,,,,,,,,
1463,Literacy development,Language arts and culture,Narrative readers,Emerging and early readers,Animal stories,,Pacific Language Early Readers,Narrative reader,Peet Roog,,[My Pet],,,,,2006,"Ruluked, Ebil","Parren, Vincent|Mungwaath, Richard",Translated and reviewed by,,,,,"Olkeriil, Gary",Pacific Resources for Education and Learning,US Department of Education – Regional Education Laboratory program,11,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Pacific Language Early Readers - Yapese - My Pet,Pacific Language Early Readers - Yapese - My Pet,Digital document downloaded from the publisher’s website by iREi (2025).,,,,,,,,,,,,,,,,,,,
1464,Literacy development,Language arts and culture,Narrative readers,Emerging and early readers,Animal stories,,Pacific Language Early Readers,Narrative reader,Kea Tar Doegrean Tino,,[Tino's Cracked Shell],,,,,2006,"Route Peter, Niceleen","Mungwaath, Richard|Parren, Vincent",Translated and reviewed by,,,,,,Pacific Resources for Education and Learning,US Department of Education – Regional Education Laboratory program,7,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Pacific Language Early Readers - Yapese - Tino's Cracked Shell,Pacific Language Early Readers - Yapese - Tino's Cracked Shell,Digital document downloaded from the publisher’s website by iREi (2025).,,,,,,,,,,,,,,,,,,,
1465,Literacy development,Language arts and culture,Narrative readers,Emerging and early readers,Living things and environment,Plants,Pacific Language Early Readers,Narrative reader,Gak’iiy Ngea Yuwaan,,[Trees and leaves],,,,,2006,"Padua, Jennifer F. M.","Mungwaath, Richard|Parren, Vincent",Translated and reviewed by,,,,,"Lafita, Hannah|de Brum, Rose",Pacific Resources for Education and Learning,US Department of Education – Regional Education Laboratory program,8,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Pacific Language Early Readers - Yapese - Trees and Leaves,Pacific Language Early Readers - Yapese - Trees and Leaves,Digital document downloaded from the publisher’s website by iREi (2025).,,,,,,,,,,,,,,,,,,,
1466,Literacy development,Language arts and culture,Narrative readers,Emerging and early readers,Animal stories,,Pacific Language Early Readers,Narrative reader,L’iil Yaleaq Guur,,[Watch Out Hermit Crab],,,,,2006,"Noto, Lee","Mungwaath, Richard|Parren, Vincent",Translated and reviewed by,,,,,"Phillips, Lori",Pacific Resources for Education and Learning,US Department of Education – Regional Education Laboratory program,10,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Pacific Language Early Readers - Yapese - Watch Out Hermit Crab,Pacific Language Early Readers - Yapese - Watch Out Hermit Crab,Digital document downloaded from the publisher’s website by iREi (2025).,,,,,,,,,,,,,,,,,,,
1467,Literacy development,Language arts and culture,Narrative readers,Emerging and early readers,Everyday stories,,Pacific Language Early Readers,Narrative reader,Susun ea maang ea ga ra riin’? (Yaat ku Tafa ngea Emily),,[What Would You Do (The Tale of Tafa and Emily)],,,,,2006,"Noto, Lee","Parren, Vincent|Mungwaath, Richard",Translated and reviewed by,,,,,"Phillips, Lori",Pacific Resources for Education and Learning,US Department of Education – Regional Education Laboratory program,14,Yapese,yap,,,Yap,Yap State,,,,,,,,,,Y,Pacific Language Early Readers - Yapese - What Would You Do,Pacific Language Early Readers - Yapese - What Would You Do,Digital document downloaded from the publisher’s website by iREi (2025).,,,,,,,,,,,,,,,,,,,
1468,Knowledge expansion,Language arts and culture,Reference,Language reference,Dictionaries and grammars,Woleaian-English,PALI Language Texts,Dictionary,Woleaian-English Dictionary,,,,,,,2019,"Sohn, Ho-Min|Tawerilmang, Anthony F.",,,"Topping, Donald M.",Series editor,,,,University of Hawaii,Social Sciences and Linguistics Institute,958,Woleaian,woe,English,eng,Woleai|Eauripik|Ifalik|Faraulap|Elato|Lamotrek,Yap State,,,,,,"Electronic release of the original 1976 book as a PDF file in 2019, under Creative Commons Attribution-NonCommercial-ShareAlike 4.0 license.",,,,Y,PALI 2019 Woleaian-English Dictionary,PALI 2019 Woleaian-English Dictionary,Digital document downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/62853).,,,,,,,,,,,,,,,,,,,
1469,Knowledge expansion,Language arts and culture,Reference,Language reference,Dictionaries and grammars,Yapese-English,PALI Language Texts,Dictionary,Yapese-English Dictionary,,,,,,,1977,"Jensen, John Thayer|Iou, John Baptist|Defeg, Raphael|Pugram, Leo D",,,"Topping, Donald M.",Series editor,,,,University of Hawaii,Social Sciences and Linguistics Institute,182,Yapese,yap,English,eng,Yap,Yap State,,,,,,,,,,Y,PALI 1977 Yapese-English Dictionary,PALI 1977 Yapese-English Dictionary,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1470,Knowledge expansion,Language arts and culture,Reference,Language reference,Dictionaries and grammars,Yapese-English,PALI Language Texts,Reference grammar,Yapese Reference Grammar,,,,,,,1977,"Jensen, John Thayer|Pugram, Leo D|Iou, John Baptist|Defeg, Raphael",,,"Topping, Donald M.",Series editor,,,,University of Hawaii,Social Sciences and Linguistics Institute,336,Yapese,yap,English,eng,Yap,Yap State,,,,,,,,,,Y,PALI 1977 Yapese Reference Grammar,PALI 1977 Yapese Reference Grammar,"Digital document added to the VLA resource library courtesy of Yap State Department of Education (2025), with special thanks to Sandy Keiji who located the hard copy and conducted the scanning.",,,,,,,,,,,,,,,,,,,
1471,Knowledge expansion,Language arts and culture,Reference,Language reference,Dictionaries and grammars,Kosraean-English,PALI Language Texts,Dictionary,Kusaiean-English Dictionary,,,,,,,2019,"Lee, Kee-Dong",,,"Topping, Donald M.",Series editor,,,,University of Hawaii,Social Sciences and Linguistics Institute,1006,Kosraean,kos,English,eng,Kosrae,Kosrae State,,,,,,"Electronic release of the original 1976 book as a PDF file in 2019, under Creative Commons Attribution-NonCommercial-ShareAlike 4.0 license.",,,,Y,PALI 2019 Kusaiean-English Dictionary,PALI 2019 Kusaiean-English Dictionary,Digital document downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/62853).,,,,,,,,,,,,,,,,,,,
1472,Knowledge expansion,Language arts and culture,Reference,Language reference,Dictionaries and grammars,Pohnpeian-English,PALI Language Texts,Reference grammar,Ponapean Reference Grammar,,,,,,,1981,"Rehg, Kenneth L.","Sohl, Damian G.",With the assistance of,"Topping, Donald M.",Series editor,,,,University of Hawaii,Social Sciences and Linguistics Institute,393,Pohnpeian,pon,English,eng,Pohnpei,Pohnpei State,,,,,,,,,,Y,PALI 1981 Ponapean Reference Grammar,PALI 1981 Ponapean Reference Grammar,,,,,,,,,,,,,,,,,,,,
1473,Knowledge expansion,Language arts and culture,"Cultural content books, compilations, and reports",Traditional literature,Legends and oral history,,Pohnpei State DOE publications,Narrative reader,Koasoai en Pohnpei Keilahn Aio,,[Stories of Pohnpei from long ago],,,,,1995,"Lopez, Benjamin|Dihson, Ihper|Olter, Apiner|Hepel, Linter","Manuel, Kolden E.",Edited by,,,,,,Pohnpei State Department of Education,Language Arts Department,98,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,,,,,,,Y,Lopez et al 1995 Koasoai en Pohnpei Keilahn Aio,Lopez et al 1995 Koasoai en Pohnpei Keilahn Aio,Digital document courtesy of Pohnpei State Historic Preservation Office.,Lopez et al 1995 Koasoai en Pohnpei Keilahn Aio [alternative copy],Lopez et al 1995 Koasoai en Pohnpei Keilahn Aio [alternative copy],"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Bruce E. Robert. DSLR-based scanning conducted by Danko Taboroši in Pohnpei from 2015 to 2019.",,,,,,,,,,,,,,,,
1474,Knowledge expansion,Language arts and culture,"Cultural content books, compilations, and reports",Traditional literature,Legends and oral history,,Pohnpei State DOE publications,Content reader,Koasoai en Pohnpei Kei,,[Some stories of Pohnpei],,,,,2004,"Manuel, Kolden E.",,,,,,,,,Good News Press,126,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,,,,,,,Y,Manuel - 2004 - Koasoai en Pohnpei Kei,Manuel - 2004 - Koasoai en Pohnpei Kei,Digital document courtesy of Pohnpei State Historic Preservation Office.,,,,,,,,,,,,,,,,,,,
1475,Literacy development,Language arts and culture,Narrative readers,Emerging and early readers,Everyday stories,,Pohnpei State DOE publications,Narrative reader,Daniel oh nah pwihk,,[Daniel and his pig],,,,,1996,Pohnpei Reading Program,,,,,,,,College of Micronesia – FSM,Pwurokram en wadawad en Pohnpei,6,Pohnpeian,pon,,,Pohnpei,Pohnpei State,G2,,,,,First printing 1991. Second printing 1996.,,,,Y,PDOE 1996 Daniel Oh Nah Pwihk,PDOE 1996 Daniel Oh Nah Pwihk,"PDF created by iREi (2025) from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso who located the original and conducted the scanning in Yap in November 2025.",,,,,,,,,,,,,,,,,,,
1476,Supplementary / Enrichment,Science and mathematics,Topic readers,Proficient and critical readers,Health and nutrition,Parts of the body,Pohnpei State DOE publications,Concept reader,"Mese, Salenge oh Ngih",,"[Eyes, ears, and teeth]",,,,,1996,"Gomez, Andolin",,,,,,,,College of Micronesia – FSM,Pwurokram en wadawad en Pohnpei,16,Pohnpeian,pon,,,Pohnpei,Pohnpei State,G8,,,,,First printing 1991. Second printing 1996.,,,,Y,"PDOE 1996 Mese, Salenge oh Ngih","PDOE 1996 Mese, Salenge oh Ngih","PDF created by iREi (2025) from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso who located the original and conducted the scanning in Yap in November 2025.",,,,,,,,,,,,,,,,,,,
1477,Literacy development,Language arts and culture,Narrative readers,Proficient and critical readers,Cultural stories,,Pohnpei State DOE publications,Narrative reader,Mwahu en Pepper,,[How is pepper good],,,,,1996,"Manuel, Kolden E.",,,,,,,,College of Micronesia – FSM,Pwurokram en wadawad en Pohnpei,12,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,,,,,,,Y,PDOE 1996 Mwahu en Pepper,PDOE 1996 Mwahu en Pepper,"PDF created by iREi (2025) from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso who located the original and conducted the scanning in Yap in November 2025.",,,,,,,,,,,,,,,,,,,
1478,Literacy development,Language arts and culture,Topic readers,Proficient and critical readers,Living things and environment,,Pohnpei State DOE publications,Topic reader,Menin sampah,,[About this world],PoKM5,,,,1996,,"Manuel, Kolden E.",Translated by,,,,,"Saffery, Peter",College of Micronesia – FSM,Pwurokram en wadawad en Pohnpei,25,Pohnpeian,pon,,,Pohnpei,Pohnpei State,G8,,,,,,,,,Y,PDOE 1996 Menin Sampah,PDOE 1996 Menin Sampah,"PDF created by iREi (2025) from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso who located the original and conducted the scanning in Yap in November 2025.",,,,,,,,,,,,,,,,,,,
1479,Literacy development,Language arts and culture,Narrative readers,Emerging and early readers,Everyday stories,,Pohnpei State DOE publications,Narrative reader,Rama oh Suht ehu,,[Rama and a shoe],,,,,1996,Pohnpei Reading Program,,,,,,,,College of Micronesia – FSM,Pwurokram en wadawad en Pohnpei,15,Pohnpeian,pon,,,Pohnpei,Pohnpei State,G2,,,,,First printing 1991. Second printing 1996.,,,,Y,PDOE 1996 Rama Oh Suht Ehu,PDOE 1996 Rama Oh Suht Ehu,"PDF created by iREi (2025) from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso who located the original and conducted the scanning in Yap in November 2025.",,,,,,,,,,,,,,,,,,,
1480,Literacy development,Language arts and culture,Narrative readers,Developing and fluent readers,Everyday stories,,Pohnpei State DOE publications,Narrative reader,Enter oh nah ohn pwoat,,[Enter and his can],,,,,1996,Pohnpei Reading Program,,,,,,,,College of Micronesia – FSM,Pwurokram en wadawad en Pohnpei,15,Pohnpeian,pon,,,Pohnpei,Pohnpei State,G3,,,,,First printing 1991. Second printing 1996.,,,,Y,PDOE 1996 Enter oh Nah ohn Pwoat,PDOE 1996 Enter oh Nah ohn Pwoat,"PDF created by iREi (2025) from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso who located the original and conducted the scanning in Yap in November 2025.",,,,,,,,,,,,,,,,,,,
1481,Knowledge expansion,Language arts and culture,"Cultural content books, compilations, and reports",Traditional literature,Legends and oral history,,Pohnpei State DOE publications,Topic reader,Poadoapoad en Seiloak,,[Summary of Pohnpeian history through voyages and historical periods],,,,,,,,,,,,,,Pohnpei State Department of Education,,18,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,,,,,,,Y,PDOE - Poadoapoad en Seiloak,PDOE - Poadoapoad en Seiloak,Digital document added to the VLA resource library courtesy of Pohnpei State Department of Education (2025).,,,,,,,,,,,,,,,,,,,
1482,Core instructional,Language arts and culture,Textbooks and workbooks,Workbooks,Reading program,,Pohnpei State DOE publications,Workbook,Pohnpeian Workbook – Grade 3,Teacher-Child-Parent-Community (TCPC) approach,,,,,,,,,,,,,,,,"Intergrated curriculum in health, nutrition, and agriculture for the elementary schools of the FSM",102,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,,,,"Based on: TCPC Approach (Teacher-Child-Parent-Community). Part of an intergrated curriculum in health, nutrition, and agriculture for the elementary schools of the FSM.",,,Y,TCPC - Pohnpeian Workbook - Grade 3,TCPC - Pohnpeian Workbook - Grade 3,"PDF created by iREi (2025). Digitized from a mimeographed hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in November 2025.",,,,,,,,,,,http://library.comfsm.fm/webopac/titleinfo?k1=322488&k2=73198,,,,,,,,
1483,Core instructional,Language arts and culture,Textbooks and workbooks,Textbooks,Reading program,,Pohnpei State DOE publications,Textbook,Sawas en kasukuhl ong tapiada wadawad,Phonemic awareness,,,,,,1997,"Manuel, Kolden E.",,,,,,,,Pohnpei State Department of Education,,19,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,,,,,,,Y,PDOE - 1997 - Sawas en kasukuhl ong tapiada wadawad,PDOE - 1997 - Sawas en kasukuhl ong tapiada wadawad,"PDF created by iREi (2025). Digitized from a mimeographed hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in November 2025.",,,,,,,,,,,http://library.comfsm.fm/webopac/titleinfo?k1=1554961&k2=187831,,,,,,,,
